col_0,col_1,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed,text_clean
ham,"Alright, I'll head out in a few minutes, text me where to meet you","alright, i'll head out in a few minutes, text me where to meet you","Alright, I'll head out in a few minutes, text me where to meet you","Alright, I'll head out in a few minutes, text me where to meet you","Alright, I'll head out in a few minutes, text me where to meet you","Alright, I'll head out in a few minutes, text me where to meet you","Alright, I'll head out few minutes, text me where meet you","alright, i'll head out in a few minutes, text me where to meet you"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send a logo <NUM> ur lover - <NUM> names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE <NUM> to <NUM> Yahoo! POBox36504W45WQ TxtNO <NUM> no ads 150p,Send a logo 2 ur lover 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send logo 2 ur lover - 2 names joined heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send a logo <NUM> ur lover <NUM> names joined by a heart. txt love name1 name2 mobno eg love adam eve <NUM> to <NUM> yahoo! pobox36504w45wq txtno <NUM> no ads 150p
ham,Yes:)from last week itself i'm taking live call.,yes:)from last week itself i'm taking live call.,Yes:)from last week itself i'm taking live call.,Yes:)from last week itself i'm taking live call.,Yes:)from last week itself i'm taking live call,Yes:)from last week itself i'm taking live call.,Yes:)from last week itself i'm taking live call.,yes:)from last week itself i'm taking live call
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline <NUM> . PoBox12n146tf150p,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 PoBox12n146tf150p,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Someone contacted our dating service entered your phone because they fancy you! To find out who call landline 09111032124 . PoBox12n146tf150p,someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline <NUM> pobox12n146tf150p
ham,Siva is in hostel aha:-.,siva is in hostel aha:-.,Siva is in hostel aha:-.,Siva is in hostel aha:-.,Siva is in hostel aha,Siva is in hostel aha:-.,Siva hostel aha:-.,siva is in hostel aha
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £<NUM> prize GUARANTEED. Call <NUM> from land line. Claim <NUM>. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number been awarded £2000 prize GUARANTEED. Call 09058094455 land line. Claim 3030. Valid 12hrs only,urgent! your mobile number has been awarded with a £<NUM> prize guaranteed. call <NUM> from land line. claim <NUM>. valid 12hrs only
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send this to ur friends and receive something about ur voice..... how is my speaking expression? 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Send this to ur friends and receive something about ur voice..... How is my speaking expression? <NUM>.childish <NUM>.naughty <NUM>.Sentiment <NUM>.rowdy <NUM>.ful of attitude <NUM>.romantic <NUM>.shy <NUM>.Attractive <NUM>.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me..,Send this ur friends receive something about ur voice..... How my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful attitude 6.romantic 7.shy 8.Attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me..,send this to ur friends and receive something about ur voice..... how is my speaking expression? <NUM>.childish <NUM>.naughty <NUM>.sentiment <NUM>.rowdy <NUM>.ful of attitude <NUM>.romantic <NUM>.shy <NUM>.attractive <NUM>.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me
ham,Ok. She'll be ok. I guess,ok. she'll be ok. i guess,Ok. She'll be ok. I guess,Ok. She'll be ok. I guess,Ok. She'll be ok. I guess,Ok. She'll be ok. I guess,Ok. She'll ok. I guess,ok. she'll be ok. i guess
ham,aathi..where are you dear..,aathi..where are you dear..,aathi..where are you dear..,aathi..where are you dear..,aathi..where are you dear,aathi..where are you dear..,aathi..where you dear..,aathi..where are you dear
ham,Any pain on urination any thing else?,any pain on urination any thing else?,Any pain on urination any thing else?,Any pain on urination any thing else?,Any pain on urination any thing else,Any pain on urination any thing else?,Any pain urination any thing else?,any pain on urination any thing else
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,7 at esplanade.. do ü mind giving me a lift cos i got no car today..,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,<NUM> at esplanade.. Do ü mind giving me a lift cos i got no car today..,7 at esplanade.. Do ü mind giving me a lift cos i got no car today,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,7 esplanade.. Do ü mind giving me lift cos i got no car today..,<NUM> at esplanade.. do ü mind giving me a lift cos i got no car today
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,I wnt buy BMW car urgently..its vry urgent.but hv shortage &lt;#&gt; Lacs.there no source arng dis amt. &lt;#&gt; lacs..thats my prob,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
